,index,name,location,year,millage,fuel_type,gears,owners,mpg,engine_size,power,seats,new_price,sale_price,wear_factor
1603,1603,Volkswagen Polo 1.5 TDI Trendline,Jaipur,2014,82621,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,4.42,0.022439197
1604,1604,Chevrolet Captiva LTZ VCDi,Pune,2009,89000,Diesel,Automatic,First,12.5 kmpl,1991 CC,147.9 bhp,7,,4,0.063391269
1605,1605,Mahindra XUV500 W10 2WD,Kolkata,2016,54000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,13,0.049048931
1606,1606,Honda Amaze VX i-DTEC,Kochi,2015,61691,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.38,0.102239328
1607,1607,Hyundai i20 1.2 Sportz Option,Chennai,2011,32200,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,3.25,0.009932395
1608,1608,Maruti Wagon R AMT VXI,Jaipur,2016,68630,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,3.87,0.049514972
1609,1609,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Mumbai,2014,61000,Diesel,Automatic,Second,16.96 kmpl,1968 CC,138.03 bhp,5,,8.25,0.0920652
1610,1610,Maruti Ciaz 1.4 Zeta,Mumbai,2018,32644,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,9.28,0.012637799
1611,1611,Mahindra Scorpio 2009-2014 VLX 4WD AT 7S BSIV,Delhi,2012,85000,Diesel,Automatic,First,11.79 kmpl,2179 CC,120 bhp,7,,6.25,0.0904411
1612,1612,Chevrolet Aveo U-VA 1.2 LS,Mumbai,2008,75000,Petrol,Manual,Second,15.26 kmpl,1150 CC,74.9 bhp,5,,1.15,0.068487772
1613,1613,Maruti Ciaz ZXi Option,Kochi,2016,40347,Petrol,Manual,First,20.73 kmpl,1373 CC,91.2 bhp,5,,7.8,0.06677908
1614,1614,Hyundai i20 1.4 CRDi Asta,Hyderabad,2012,60788,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.5,0.022518191
1615,1615,Honda Jazz 1.2 SV i VTEC,Kochi,2018,18664,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,7.56,0.096499776
1616,1616,Mahindra XUV500 W10 2WD,Coimbatore,2017,57847,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,16.08,0.029056868
1617,1617,Hyundai i20 1.2 Sportz,Bangalore,2012,52237,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.5,0.046838554
1618,1618,Hyundai Verna 1.6 SX,Chennai,2012,128000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,5,0.075182495
1619,1619,Hyundai i10 Era 1.1,Delhi,2011,54000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.2,0.076381828
1620,1620,Maruti Celerio VXI AT,Bangalore,2014,49800,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4,0.02095999
1621,1621,Skoda Fabia 1.2 TDI Ambition,Kolkata,2012,98000,Diesel,Manual,First,20.86 kmpl,1199 CC,73.9 bhp,5,,2.51,0.108570818
1622,1622,Maruti Swift VDI BSIV,Delhi,2015,60095,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.75,0.015399657
1623,1623,Hyundai i10 Magna(O) with Sun Roof,Pune,2008,68000,Petrol,Manual,Second,16.0 kmpl,1086 CC,66.7 bhp,5,,2,0.043468219
1624,1624,Hyundai i10 Magna 1.2,Jaipur,2010,81402,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,0.085618839
1625,1625,Ford Ecosport 1.5 Ti VCT AT Titanium,Mumbai,2013,38000,Petrol,Automatic,First,16.5 kmpl,1499 CC,110 bhp,5,,6.25,0.016965564
1626,1626,Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Kochi,2011,92239,Diesel,Automatic,Second,11.5 kmpl,2987 CC,210 bhp,5,,10.6,0.05892141
1627,1627,Maruti Swift VDI BSIV,Ahmedabad,2017,49224,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,6,0.033864186
1628,1628,Maruti 800 Std BSIII,Jaipur,2004,12000,Petrol,Manual,Second,16.1 kmpl,796 CC,37 bhp,4,,0.45,0.082516607
1629,1629,Maruti Swift Lxi BSIII,Pune,2010,54898,Petrol,Manual,Third,16.1 kmpl,1298 CC,88.2 bhp,5,,2.5,0.082698972
1630,1630,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Mumbai,2018,2500,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,12.75,0.023392965
1631,1631,BMW X1 M Sport sDrive 20d,Kochi,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5,50.97 Lakh,30.29,0.088202767
1632,1632,Ford Ikon 1.3 Flair,Hyderabad,2006,27076,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,5,,1.6,0.037841973
1633,1633,Ford Ecosport 1.5 DV5 MT Titanium Optional,Kochi,2017,75445,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.54,0.093719076
1634,1634,Maruti Ciaz VXi Plus,Kochi,2015,46601,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,6.84,0.071721955
1635,1635,Volkswagen Passat Diesel Highline 2.0 TDI,Kolkata,2012,72000,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5,,6,0.065452779
1636,1636,Honda Jazz 1.5 VX i DTEC,Pune,2017,27000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,8,0.079806266
1637,1637,Audi A4 35 TDI Premium,Coimbatore,2016,68193,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,24.74,0.025780514
1638,1638,Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2017,34429,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.5,0.041183272
1639,1639,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Delhi,2013,46000,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,,36,0.072747406
1640,1640,Toyota Innova 2.5 G (Diesel) 7 Seater,Coimbatore,2013,80544,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,11.79,0.028880186
1641,1641,Nissan Sunny 2011-2014 XL,Jaipur,2011,42000,Petrol,Manual,Second,16.95 kmpl,1498 CC,97.7 bhp,5,,3,0.04169314
1642,1642,Skoda Laura Ambiente 2.0 TDI CR AT,Bangalore,2011,94821,Diesel,Automatic,Second,20.0 kmpl,1968 CC,138.1 bhp,5,,6.75,0.04562435
1643,1643,Chevrolet Aveo 1.4 LS,Jaipur,2006,100000,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5,,1.4,0.082660853
1644,1644,Honda Mobilio V i DTEC,Mumbai,2014,57000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,,5.75,0.038337092
1645,1645,Maruti Ritz VDi,Hyderabad,2010,79894,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.4,0.082194808
1646,1646,Volkswagen Polo Petrol Highline 1.2L,Coimbatore,2011,44748,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,4.89,0.081766065
1647,1647,Nissan Terrano XL,Mumbai,2013,31000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,,4.95,0.077704496
1648,1648,Maruti A-Star AT Vxi Aktiv,Coimbatore,2013,60587,Petrol,Automatic,Second,16.98 kmpl,998 CC,66.1 bhp,5,,3.49,0.062896144
1649,1649,Toyota Etios Liva GD,Pune,2011,32000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,3.85,0.075792097
1650,1650,Honda City 1.5 S MT,Pune,2014,43772,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,6.35,0.069137206
1651,1651,Hyundai Grand i10 AT Asta,Coimbatore,2017,23576,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,7.08,0.082808529
1652,1652,Jaguar XE 2.0L Diesel Prestige,Hyderabad,2017,4000,Diesel,Automatic,First,13.6 kmpl,1999 CC,177 bhp,5,53.41 Lakh,38,0.047702467
1653,1653,Mahindra Scorpio VLX,Kolkata,2012,62000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.25,0.086865834
1654,1654,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Mumbai,2011,36000,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,10.15,0.0468959
1655,1655,Skoda Superb Elegance 1.8 TSI AT,Delhi,2014,80000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,10.75,0.017179871
1656,1656,Chevrolet Cruze LTZ AT,Pune,2012,137008,Diesel,Automatic,First,18.1 kmpl,1991 CC,147.9 bhp,4,,4.65,0.106802433
1657,1657,Mahindra Scorpio VLX,Delhi,2010,61001,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,4.75,0.016325642
1658,1658,Hyundai Verna 1.6 SX VTVT (O),Coimbatore,2015,52191,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,,7.78,0.055808649
1659,1659,Hyundai i20 1.4 Asta CRDi with AVN,Hyderabad,2016,77076,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,6.75,0.0401652
1660,1660,Honda City ZX CVT,Hyderabad,2008,56000,Petrol,Automatic,First,16.4 kmpl,1497 CC,78 bhp,5,,2.99,0.046235684
1661,1661,Hyundai i10 Magna,Kolkata,2013,21000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.35,0.045753949
1662,1662,Honda Amaze S i-Dtech,Delhi,2013,89429,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.65,0.037939914
1663,1663,Maruti Wagon R LXI,Delhi,2012,45631,unknown,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5,4.59 Lakh,2.74,0.05056738
1664,1664,Honda Brio S MT,Jaipur,2013,53959,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.5,0.026330619
1665,1665,Hyundai i20 1.2 Sportz Option,Kochi,2014,55804,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4.76,0.080763055
1666,1666,Volkswagen Vento 2013-2015 1.6 Comfortline,Kochi,2016,25899,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,,6.2,0.066272489
1667,1667,Skoda Octavia Rider 1.9 TDI MT,Pune,2008,82000,unknown,Manual,Second,18.7 kmpl,1896 CC,66 bhp,5,,2.35,0.100674486
1668,1668,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Mumbai,2014,52000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,,24.5,0.089650217
1669,1669,Renault Duster Petrol RxL,Pune,2013,20000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.57 bhp,5,,6,0.080369656
1670,1670,Hyundai EON Sportz,Hyderabad,2017,31829,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65,0.036249307
1671,1671,Maruti Swift VXI,Coimbatore,2016,18094,Petrol,,Second,18.6 kmpl,1197 CC,85.8 bhp,5,,6.26,0.025220886
1672,1672,Nissan Micra Diesel,Jaipur,2011,80000,Diesel,Manual,Second,19.5 kmpl,1461 CC,null bhp,5,,2.1,0.037553454
1673,1673,Audi Q5 3.0 TDI Quattro Technology,Mumbai,2015,11964,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,,32.95,0.101195315
1674,1674,Hyundai i20 1.2 Spotz,Coimbatore,2018,22684,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,7.8,0.025485993
1675,1675,Honda Brio S MT,Bangalore,2014,43521,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.25,0.101393997
1676,1676,Maruti Swift Dzire ZXi,Kochi,2014,49386,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,4.86,0.019707363
1677,1677,Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,12248,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 Lakh,4.9,0.060625785
1678,1678,Mahindra Xylo E8 ABS BS IV,Coimbatore,2014,67771,Diesel,Manual,First,11.68 kmpl,2498 CC,112 bhp,8,,7.06,0.073930228
1679,1679,Volkswagen Polo GTI,Delhi,2015,60007,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4,,4.5,0.054401086
1680,1680,Maruti Alto K10 VXI,Coimbatore,2011,48624,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.7 Lakh,3.22,0.064777779
1681,1681,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2014,30000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.25,0.026167741
1682,1682,Hyundai Grand i10 Sportz,Delhi,2016,81605,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.53,0.04494672
1683,1683,Mercedes-Benz New C-Class C 220 CDI Elegance AT,Coimbatore,2017,32642,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,,34.78,0.009662711
1684,1684,Hyundai Verna 1.6 SX VTVT AT,Pune,2014,34200,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,5,,6.5,0.013961841
1685,1685,Fiat Punto EVO 1.2 Emotion,Chennai,2010,72204,Petrol,Manual,First,15.7 kmpl,1172 CC,67 bhp,5,,2.25,0.012787426
1686,1686,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2011,156347,Diesel,Manual,Second,12.99 kmpl,2494 CC,100 bhp,8,,8,0.090165632
1687,1687,Mahindra TUV 300 2015-2019 mHAWK100 T8 AMT,Kochi,2017,47357,Diesel,Automatic,First,18.49 kmpl,1493 CC,100 bhp,7,,8.37,0.098418447
1688,1688,Volkswagen Polo 1.5 TDI Comfortline,Coimbatore,1804,61738,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.39,0.042388296
1689,1689,BMW 5 Series 520d Luxury Line,Kochi,2018,32586,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,67.87 Lakh,37.3,0.095598346
1690,1690,Mercedes-Benz GLE 350d,Coimbatore,2018,40129,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,95.13 Lakh,70.8,0.018016067
1691,1691,Mercedes-Benz M-Class ML 350 CDI,Mumbai,2012,51000,Diesel,Automatic,First,11.74 kmpl,2987 CC,254.8 bhp,5,,22.25,0.077706565
1692,1692,Hyundai Grand i10 1.2 Kappa Sportz,Kochi,2018,10393,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.62 Lakh,6.03,0.052909334
1693,1693,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2011,46000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,4.9,0.104145612
1694,1694,Hyundai i10 Sportz AT,Chennai,2013,21000,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.96,0.062977771
1695,1695,Hyundai i20 1.4 CRDi Asta,Hyderabad,2011,113562,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4.6,0.079296301
1696,1696,Mahindra Scorpio VLX,Mumbai,2011,100010,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,,5.5,0.016787109
1697,1697,Honda Brio V MT,Mumbai,2013,63107,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.25,0.024464917
1698,1698,Hyundai i20 1.2 Magna Executive,Jaipur,2017,58500,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.25,0.032980342
1699,1699,Ford Endeavour 4x2 XLT Limited Edition,Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9 kmpl,2499 CC,143 bhp,7,,3,0.111475207
1700,1700,Hyundai Verna CRDi SX,Chennai,2011,108242,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,,4.25,0.056906433
1701,1701,Toyota Fortuner 3.0 Diesel,Pune,2011,146300,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,,12.25,0.097475994
1702,1702,BMW X1 sDrive20d,Pune,2011,62943,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,,10.95,0.025782675
1703,1703,Toyota Fortuner 4x2 AT,Delhi,2013,65000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,16.5,0.101513717
1704,1704,Honda Amaze V CVT Petrol,Pune,2018,1700,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.76 bhp,5,9.44 Lakh,7.8,0.06084434
1705,1705,Hyundai i10 Era 1.1,Kochi,2013,34697,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.7,0.036263658
1706,1706,Hyundai i20 1.2 Sportz,Hyderabad,2012,58000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4,0.022748445
1707,1707,BMW 3 Series 320d GT Luxury Line,Mumbai,2015,32500,Diesel,Automatic,First,19.59 kmpl,1995 CC,187.74 bhp,5,,26.75,0.079676154
1708,1708,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2016,58661,Diesel,Automatic,First,15.17 kmpl,1968 CC,181 bhp,5,48.64 Lakh,28.03,0.089870437
1709,1709,Maruti Swift VXI Optional,Kochi,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5.44,0.02132821
1710,1710,Maruti Baleno Delta Automatic,Delhi,2017,44000,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.2,0.022691167
1711,1711,Hyundai Accent GLE,Kolkata,2005,45200,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,,0.9,0.029956184
1712,1712,Maruti Ritz LXi,Mumbai,2016,11000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.95,0.086084886
1713,1713,Tata Nano Lx,Pune,2011,65000,Petrol,Manual,Second,26.0 kmpl,624 CC,35 bhp,4,,0.44,0.053877135
1714,1714,Ford Figo Diesel EXI,Ahmedabad,2012,55005,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.75,0.019026198
1715,1715,Volkswagen Passat Diesel Highline 2.0 TDI,Hyderabad,2011,81650,Diesel,Automatic,First,18.33 kmpl,1968 CC,167.7 bhp,5,,7.5,0.057659501
1716,1716,Fiat Linea Emotion Pack (Diesel),Chennai,2010,160000,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5,,2.5,0.123631364
1717,1717,Mahindra Xylo D4,Hyderabad,2015,169000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,11.69 Lakh,5,0.041562096
1718,1718,Maruti Wagon R VXI,Hyderabad,2013,67263,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.6,0.109661733
1719,1719,Toyota Etios G Safety,Kochi,2012,44223,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,5,,3.99,0.073035379
1720,1720,Hyundai Grand i10 Sportz,Coimbatore,2015,36840,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.64,0.102767136
1721,1721,Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Pune,2014,160000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12,0.104279311
1722,1722,Tata Indica V2 DLS TC,Kolkata,2008,133000,Diesel,Manual,First,16.8 kmpl,1405 CC,62 bhp,5,,0.7,0.028187744
1723,1723,BMW 3 Series 320d Sport Line,Mumbai,2015,69123,unknown,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,19,0.042168339
1724,1724,Ford Endeavour 3.2 Titanium AT 4X4,Delhi,2017,38000,Diesel,Automatic,First,10.91 kmpl,3198 CC,197 bhp,7,,30.48,0.063805578
1725,1725,Maruti Ciaz Zeta,Mumbai,2017,5500,Petrol,Manual,First,21.56 kmpl,1462 CC,103.25 bhp,5,11.11 Lakh,8.2,0.08804307
1726,1726,Ford Figo 1.5D Titanium Plus MT,Kolkata,2015,1001,Diesel,,First,25.83 kmpl,1498 CC,99 bhp,5,,7.55,0.042454224
1727,1727,Chevrolet Aveo U-VA 1.2 LS,Pune,2007,59000,Petrol,Manual,Third,15.26 kmpl,1150 CC,74.9 bhp,5,,0.99,0.056196174
1728,1728,Honda City 1.5 V AT,Delhi,2011,78256,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,,4.15,0.06899555
1729,1729,Nissan Sunny XL,Chennai,2016,90000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.6 bhp,5,,6.2,0.078647552
1730,1730,Maruti Swift Dzire VXI,Kolkata,2016,18000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,4.4,0.094524697
1731,1731,Ford Figo Diesel Titanium,Kolkata,2012,60000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.1,0.026696297
1732,1732,Fiat Grande Punto 1.3 Emotion (Diesel),Jaipur,2011,130000,Diesel,Manual,First,20.3 kmpl,1248 CC,75 bhp,5,,2.2,0.061667734
1733,1733,Hyundai Elite i20 Petrol Asta,Coimbatore,2018,32851,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,,8.34,0.090749799
1734,1734,Maruti Swift Dzire VDI,Kolkata,2014,32000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.35,0.069379162
1735,1735,Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2014,62700,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.8,0.015308161
1736,1736,Maruti Swift Dzire VDi,Jaipur,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,3.3,0.081648357
1737,1737,Hyundai Grand i10 Sportz,Kochi,2016,19947,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.04,0.085023871
1738,1738,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,,9.2,0.054613607
1739,1739,Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2014,74000,unknown,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,5.7,0.09653422
1740,1740,Mahindra TUV 300 2015-2019 mHAWK100 T8,Kochi,2018,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,,8.48,0.097806391
1741,1741,BMW X6 xDrive 40d,Hyderabad,2013,58000,Diesel,Automatic,First,11.2 kmpl,2993 CC,306 bhp,4,,48,0.030616804
1742,1742,Renault Duster 110PS Diesel RxZ,Hyderabad,2012,110224,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,,6.1,0.08621781
1743,1743,Maruti Wagon R LXI,Ahmedabad,2010,21002,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.74 Lakh,2.75,0.056005855
1744,1744,Maruti Ertiga SHVS VDI,Pune,2017,121000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8,0.108756925
1745,1745,Maruti Alto LXi BSIII,Jaipur,2010,73513,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.85,0.037862813
1746,1746,Maruti Wagon R AMT VXI Option,Jaipur,2015,34000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,,3.85,0.075649339
1747,1747,Maruti Eeco 7 Seater Standard,Coimbatore,2017,28371,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.98 Lakh,4.74,0.019596282
1748,1748,Renault Duster 110PS Diesel RxL,Kochi,2013,74755,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,,5.63,0.013376529
1749,1749,Maruti Zen Estilo 1.1 LX BSIII,Kochi,2011,25805,Petrol,Manual,First,18.2 kmpl,1061 CC,64 bhp,5,,2.62,0.06352877
1750,1750,Renault Duster Petrol RxL,Kochi,2015,82603,Petrol,Manual,First,13.06 kmpl,1598 CC,102.53 bhp,5,,4.9,0.074891662
1751,1751,Honda Civic 2006-2010 1.8 S MT,Chennai,2006,110000,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,5,,2.65,0.067906399
1752,1752,Mahindra XUV500 W8 2WD,Delhi,2012,88000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,5.99,0.04181792
1753,1753,Mahindra Verito 1.5 D6 BSIV,Chennai,2011,110000,Diesel,Manual,Second,21.0 kmpl,1461 CC,64.1 bhp,5,,2.4,0.027916326
1754,1754,Renault KWID Climber 1.0 MT,Delhi,2017,15000,Petrol,Manual,First,21.7 kmpl,999 CC,67 bhp,5,4.98 Lakh,4.25,0.058380586
1755,1755,Porsche Cayenne Diesel,Mumbai,2013,70000,Diesel,Automatic,First,15.15 kmpl,2967 CC,240 bhp,5,,40,0.058130377
1756,1756,Maruti Swift DDiS VDI,Pune,2008,150000,Diesel,Manual,Second,28.4 kmpl,1248 CC,74 bhp,5,,2.7,0.028070911
1757,1757,Datsun GO T Option,Hyderabad,2016,19000,Petrol,Manual,First,20.63 kmpl,1198 CC,67 bhp,5,,2.99,0.039105277
1758,1758,Hyundai i20 1.2 Magna,Chennai,2011,37442,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.4,0.083577051
1759,1759,BMW 5 Series 2013-2017 520d Luxury Line,Coimbatore,2016,63111,Diesel,Automatic,Second,18.12 kmpl,1995 CC,190 bhp,5,,30.8,0.054413155
1760,1760,Maruti Ertiga ZDI,Mumbai,2012,88000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.85,0.019803992
1761,1761,Hyundai Grand i10 Magna,Jaipur,2014,42355,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4,0.098194859
1762,1762,BMW 3 Series 330i,Coimbatore,2011,75871,Petrol,Automatic,First,9.43 kmpl,2996 CC,254 bhp,5,,14.12,0.050622574
1763,1763,Chevrolet Cruze LTZ,Mumbai,2011,65000,Diesel,Manual,First,17.9 kmpl,1998 CC,163.7 bhp,5,,4.55,0.084468049
1764,1764,Mercedes-Benz M-Class ML 350 4Matic,Pune,2015,69000,Diesel,Automatic,First,0.0 kmpl,2987 CC,165 bhp,5,,38,0.074577263
1765,1765,Maruti Ritz LDi,Jaipur,2011,79232,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,2.9,0.072915365
1766,1766,Mercedes-Benz New C-Class C 200 Kompressor Elegance AT,Pune,2007,220000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,,6,0.075796953
1767,1767,Hyundai i20 1.2 Magna Executive,Kochi,2016,28470,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.95,0.08873177
1768,1768,Hyundai EON 1.0 Kappa Magna Plus Optional,Kolkata,2014,9759,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,,2.75,0.032656144
1769,1769,Maruti Swift VDI,Pune,2014,75216,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,5.1,0.10970103
1770,1770,Hyundai i20 Sportz 1.2,Chennai,2017,8000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.75,0.00281863
